id,sku,short_description,price,list_price,quantity_sold,favourite_count,discount,discount_rate,review_count,rating_average,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name,,
225381612,1.04819E+12,"Galaxy S23 Ultra (8GB/256GB) Sản xuất tại Samsung Việt NamMột số hình ảnh thực tế sản phẩmBộ sản phẩm gồm: Cáp Type C, Cây lấy sim, Hộp, Sách hướng dẫn ...",22490000,31990000,9,0,9500000,30,2,5,available,,1000,1000,,18802,Samsung,,
249890677,1.25521E+12,"Điện Thoại Xiaomi Redmi Note 12 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Pin, sạc, cáp USB kiểu C, ốp lưng, hướng dẫn, cây tháo sim.Màn hình rộng hiển thị tuyệt vời từ nhiều góc nhìn- Redmi...",3689000,4990000,123,0,1301000,26,47,4.8,available,,1000,1000,,25422,Xiaomi,,
270736028,5.90998E+12,"Màn hình chính 7,6 Inch cực đạiThiết kế màn hình tuyệt mỹ mở ra một trải nghiệm xem mãn nhãn chưa từng có. Bản lề Flex được nâng cấp thiết kế, dễ dàng gập theo ý muốn. Mỏng hơn, dễ dàng cầm chắc Sams...",36990000,44990000,9,0,8000000,18,5,5,available,,1000,1000,,18802,Samsung,,
272397263,3.48685E+12,"Xiaomi 13T Pro 5G là mẫu máy thuộc phân khúc tầm trung đáng chú ý tại thị trường Việt Nam. Điện thoại ấn tượng nhờ được trang bị chip Dimensity 9200+, camera 50 MP có kèm sự hợp tác với Leica cùng kiể...",14500000,16990000,1,0,2490000,15,1,5,available,,1000,1000,,25422,Xiaomi,,
249151803,2.02875E+12,"Samsung vừa tung ra thị trường mẫu điện thoại thông minh Samsung Galaxy A54 5G 128GB vào tháng 03/2023. Đây là một sản phẩm tầm trung đáng chú ý, được trang bị màn hình Super AMOLED hiện đại và sử dụn...",7250000,10490000,13,0,3240000,31,2,5,available,,1000,1000,,18802,Samsung,,
273411607,1.68025E+12,"Thông số kỹ thuậtKích thước màn hình 6.6 inchesCông nghệ màn hình PLS LCDCamera góc rộng: 50MP, f/1.8, PDAFCamera macro: 2 MP, f/2.4Camera đo độ sâu: 2 MP, f/2.4Camera trước 13 MP, f/2.0Chipset...",3059000,3690000,7,0,631000,17,0,0,available,,1000,1000,,18802,Samsung,,
270814316,2.27022E+12,"*Thông số kỹ thuậtNền tảng chip 6nm Helio G99 ; Điểm Antutu +380.000Màn hình làm 6,78 FHD+120HzBộ nhớ vượt trội 128/256 + 8GBLàm mát Vapor Champer, âm thanh nổi kép YangĐộng cơ tuyến tính trục ...",4650000,5290000,14,0,640000,12,8,5,available,,1000,1000,,162007,Tecno,,
271152577,2.03085E+12,"Samsung Galaxy Z Flip5 5G 512GB cũng đã chính thức ra mắt, được xem là một kiệt tác về thiết kế độc đáo đầy cuốn hút, thiết bị này hứa hẹn sẽ làm say đắm lòng người bởi vẻ ngoài vuông vắn tinh tế, khả...",17500000,29490000,1,0,11990000,41,0,0,available,,1000,1000,,18802,Samsung,,
272909668,6.07639E+12,...,8690000,8990000,2,0,300000,3,1,4,available,,1000,1000,,52232,Vivo,,
272577532,5.48792E+12,"Nubia Neo - Thiết kế cực chất, chơi game cực mượt Mẫu điện thoại gaming Nubia Neo đã chính thức xuất hiện với giá bán cực tốt. Với mức giá chỉ ngang một sản phẩm tầm trung giá rẻ, điện thoại...",4590000,5290000,8,0,700000,13,4,4.8,available,,1000,1000,,7355445,Redmagic,,
230082250,8.21206E+12,"Điện Thoại Oppo Reno8 T 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn. Đắm chìm không gian giải trí đỉnh cao- Reno8 T 5G sẽ ...",7700000,7700000,2,0,0,0,0,0,available,,1000,1000,,25643,OPPO,,
258373871,9.12693E+12," *Thông số kỹ thuật:- Bộ nhớ mở rộng: RAM (8GB+8GB) ROM: 128GB- Màn hình: IPS LCD 6,6"" ,Độ phân giải HD+- Tần số quét: 90Hz- Dung lượng pin: 5000mAh- Bộ xử lý: Unisoc T606- Sạc Type C*Bộ sả...",2440000,3490000,34,0,1050000,30,15,4.5,available,,1000,1000,,111684,Itel,,
263073487,2.82589E+12, ...,5085000,5490000,16,0,405000,7,8,5,available,,1000,1000,,162007,Tecno,,
252423003,5.93636E+12,"* Thông số kỹ thuật- Camera sau 50MP: Tầm nhìn rộng hơn, Lấy nét nhanh, Ống kính lớn, Nhiều ánh sáng đi vào ống kính hơn, giảm biến dạng khi chụp+ Đèn fl...",2970000,3190000,22,0,220000,7,6,4.3,available,,1000,1000,,162007,Tecno,,
252428990,6.72178E+12,"SPARK 10 Pro 8GB/256GB Thiết kế hợp thời trang, Chất liệu pha lê ánh sao, Bụi kim cương phát sáng, Thiết kế bộ 3 camera thời thượng* Thông số kỹ thuật- C...",4145000,4490000,20,0,345000,8,8,4.6,available,,1000,1000,,162007,Tecno,,
195323206,5.14656E+12,"Vivo Y22s sở hữu màn hình IPS LCD 6.55 inches, ở mặt trước máy có màn hình viền mỏng với camera selfie hình giọt nước. Mặt sau là hệ thống camera kép khá to, với thiết kế đèn led đặt ngang một bên. Có...",4990000,5990000,4,0,1000000,17,2,5,available,,1000,1000,,52232,Vivo,,
262075320,7.9815E+12,"Cấu hình TECNO SPARK 10Cấu hình của SPARK 10 với ROM 128 GB và RAM 4 GB hứa hẹn mang lại hiệu năng ổn áp cho người dùng. Camera sau của SPARK 10 sở hữu độ phân giải lên đến 50 MP, cho phép bạn chụp ...",2599000,3190000,8,0,591000,19,3,5,available,,1000,1000,,162007,Tecno,,
272323566,5.85856E+12,"Điện Thoại Samsung M34 5G 8GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.Màn hình lớn hiển thị rực rỡ- Được trang bị màn hình Super Amol...",6289000,7990000,1,0,1701000,21,0,0,available,,1000,1000,,18802,Samsung,,
203278278,5.52035E+12,"Điện Thoại Samsung A04 3GB/32GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, sạc, cáp dữ liệu, dụng cụ lấy sim, sách hướng dẫn. Màn hình lớn, trải nghiệm thoải mái- Màn hình lớn tràn viền vô c...",2149000,2990000,53,0,841000,28,11,5,available,,1000,1000,,18802,Samsung,,
254125720,4.1152E+12,"Dài 174mm Rộng 83.5mm Dày 19mm,Nặng 398gCPU: MTK Helio P90Hệ điều hành: Android 13RAM: 13Gb(8GB+5Gb mở rộng),Rom: 256GBSIM: Thẻ nano kép hoặc thẻ nano + thẻ TMàn hình FHD+ 6.58“Độ phân giải màn ...",5990000,5990000,2,0,0,0,0,0,available,,1000,1000,,112735,Oukitel,,
244303202,2.32535E+12,"Điện Thoại Samsung A14 4GB/128GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim và lấy thẻ nhớ. Khám phá màn hình sống động và chân thực- Màn hình...",3672000,3672000,2,0,0,0,1,5,available,,1000,1000,,18802,Samsung,,
248929458,1.04969E+12,"Màn hình: Super AMOLED 6.6"", Full HD+ (1080 x 2340 Pixels)Hệ điều hành: Android 13Camera sau: 48 MP + 8 MP + 5 MPCamera trước: 13 MPChipset: MediaTek Dimensity 1080 8 nhânRAM: 8 GBB...",5849000,8490000,1,0,2641000,31,0,0,available,,1000,1000,,18802,Samsung,,
215746871,4.05706E+12,ĐIỆN THOẠI OPPO RENO8T (8GB/128GB) - HÀNG CHÍNH HÃNG.- Bảo hành 12 tháng tại các TTBH OPPO toàn quốc.- 30 NGÀY ĐỔI MỚI 1 - 1 nếu có lỗi từ nhà sản xuất tại các TTBH OPPO Toàn quốc....,7700000,7700000,2,0,0,0,0,0,available,,1000,1000,,25643,OPPO,,
101018339,4.61771E+12,"Thiết kế tinh xảo với mặt lưng bóng bẩyVới kiểu thiết kế tràn viền, cho phép OPPO A54 có một màn hình siêu lớn nhưng vẫn vừa vặn trong lòng bàn tay, phù hợp cho mọi hoạt động hàng ngày của người dùng...",3490000,3990000,1,0,500000,13,0,0,available,,1000,1000,,25643,OPPO,,
272163749,2.31753E+12,"Điện thoại di động TCL 40 SE, trải nghiệm chất lượng tốt nhất trong tầm giáLà một thiết bị công nghệ được đánh giá cao của TCL hiện nay, trong mức giá hấp dẫn, TCL 40 SE đã đem đến nhiều cải tiến vượ...",2590000,3390000,4,0,800000,24,0,0,available,,1000,1000,,27932,TCL,,
189932777,7.93383E+12,"Điện thoại Xiaomi đang dần khẳng định chỗ đứng của mình trong phân khúc flagship bằng việc ra mắt Xiaomi 12 với bộ thông số ấn tượng, máy có một thiết kế gọn gàng, hiệu năng mạnh mẽ, màn hình hiển thị...",12900000,12900000,1,0,0,0,0,0,available,,1000,1000,,25422,Xiaomi,,
210280612,9.79356E+12,"OPPO vừa cho ra mắt mẫu điện thoại tầm trung mới với tên gọi OPPO A77s, máy sở hữu màn hình lớn, thiết kế đẹp mắt, hiệu năng ổn định cùng khả năng mở rộng RAM lên đến 8 GB vô cùng nổi bật trong phân k...",4939000,6290000,3,0,1351000,21,1,5,available,,1000,1000,,25643,OPPO,,
248704404,1.54537E+12,"Samsung Galaxy A14 4GB là chiếc điện thoại mới thuộc dòng A, được ra mắt tại thị trường Việt Nam vào tháng 03/2023 và được định hình là mẫu điện thoại thuộc phân khúc giá rẻ. Với mức giá phù hợp, máy ...",3672000,3672000,1,0,0,0,0,0,available,,1000,1000,,18802,Samsung,,
194037967,9.92253E+12,Nhỏ gọn trong lòng bàn tay của bạnSamsung Galaxy Z Flip4 256GB sở hữu ngoại hình bắt trend với các cạnh được gia công phẳng một cách tinh tế. Ra mắt với 4 phiên bản màu sắc giúp người dùng có thêm nh...,14990000,25990000,97,0,11000000,42,33,5,available,,1000,1000,,18802,Samsung,,
263274580,6.14165E+12,"Một trong những thế hệ smartphone nổi trội thuộc phân khúc giá tầm trung, đã được Samsung cho ra mắt trong thời gian gần đây là Samsung Galaxy M14 5G. Với kiểu dáng hiện đại, sang trọng cùng cấu hình ...",3059000,3990000,2,0,931000,23,0,0,available,,1000,1000,,18802,Samsung,,
272555368,7.57017E+12,"Tiếp tục là cái tên gây sốt tại thị trường Việt Nam nhờ cấu hình mạnh mẽ cùng mức giá bán phải chăng. Điện thoại được trang bị chip Dimensity 8200-Ultra mạnh mẽ, màn hình đẹp và còn được hợp tác với L...",11500000,11990000,3,0,490000,4,1,5,available,,1000,1000,,25422,Xiaomi,,
91612670,6.5492E+12,"Thiết kế tinh xảo với mặt lưng bóng bẩyVới kiểu thiết kế tràn viền, cho phép OPPO A54 có một màn hình siêu lớn nhưng vẫn vừa vặn trong lòng bàn tay, phù hợp cho mọi hoạt động hàng ngày của người dùng...",3912000,3912000,,0,0,0,0,0,available,,1000,1000,,25643,OPPO,,
137864049,4.41081E+12,,,,,,,,,,,,,,,,,,
